nome_attrattore,risorsa_territoriale,codice_istat_comune,comume,indirizzo,numerocivico,cap,latitudine,longitudine,sitoweb,email,telefono,fax,cellulare,servizi,attrezzature,foto1,autore_foto1,foto2,autore_foto2,foto3,autore_foto3,descrizione
Tricase,Borghi storici,075088,Tricase (LE),c/o Palazzo Gallone - Piazza Pisanelli,1,73039,39.930206,18.358437,,info.tricase@viaggiareinpuglia.it,+390833777237,,,,,http://www.viaggiareinpuglia.it/img/Localita/tricase__piazza_pisanelli__ph_franco_cappellari_1415013236012.jpg,Franco Cappellari,,,,,A 50 km da   Lecce    Tricase è una graziosa cittadina del Capo di Leuca  adagiata sul tratto orientale della costa del Basso Salento. Rientrano nel suo territorio anche le frazioni di   Tricase Porto   e   Marina Serra   e le località di Caprarica del Capo  Lucugnano  Depressa  Sant'Eufemia e Tutino.     Sorta dall'unione di tre casali  che si allearono per fronteggiare gli attacchi dei saraceni  Tricase si raccoglie intorno al gruzzolo delle sue prime abitazioni  nel dedalo del centro storico su cui spiccano la bella Chiesa di  San Michele Arcangelo   tra le sette perle dell'architettura leccese  e il  Castello dei Principi Gallone .     Sulla strada che conduce alla marina di Tricase Porto  delizioso porticciolo  c'è uno dei più antichi alberi d'Italia: la  Quercia Vallonea   con 700 anni di vita sulle spalle  dichiarato monumento botanico. Da qui parte il  Parco delle Vallonee   che rientra nel lussureggiante  Bosco di Tricase   mentre in direzione di Marina Serra  inizia la costa rocciosa e selvaggia.     È da non perdere il  presepe vivente  allestito sulla collina di  Monte Orco  a Natale  tra i più longevi e grandi del Sud Italia  un vero e proprio spettacolo in una cornice dal sicuro fascino. 
Tricase,Comune,075088,Tricase (LE),c/o Palazzo Gallone - Piazza Pisanelli,1,73039,39.930206,18.358437,,info.tricase@viaggiareinpuglia.it,+390833777237,,,,,http://www.viaggiareinpuglia.it/img/Localita/tricase__piazza_pisanelli__ph_franco_cappellari_1415013236012.jpg,Franco Cappellari,,,,,A 50 km da   Lecce    Tricase è una graziosa cittadina del Capo di Leuca  adagiata sul tratto orientale della costa del Basso Salento. Rientrano nel suo territorio anche le frazioni di   Tricase Porto   e   Marina Serra   e le località di Caprarica del Capo  Lucugnano  Depressa  Sant'Eufemia e Tutino.     Sorta dall'unione di tre casali  che si allearono per fronteggiare gli attacchi dei saraceni  Tricase si raccoglie intorno al gruzzolo delle sue prime abitazioni  nel dedalo del centro storico su cui spiccano la bella Chiesa di  San Michele Arcangelo   tra le sette perle dell'architettura leccese  e il  Castello dei Principi Gallone .     Sulla strada che conduce alla marina di Tricase Porto  delizioso porticciolo  c'è uno dei più antichi alberi d'Italia: la  Quercia Vallonea   con 700 anni di vita sulle spalle  dichiarato monumento botanico. Da qui parte il  Parco delle Vallonee   che rientra nel lussureggiante  Bosco di Tricase   mentre in direzione di Marina Serra  inizia la costa rocciosa e selvaggia.     È da non perdere il  presepe vivente  allestito sulla collina di  Monte Orco  a Natale  tra i più longevi e grandi del Sud Italia  un vero e proprio spettacolo in una cornice dal sicuro fascino. 
Palazzo Ducale,Palazzi storici e architetture di pregio,075068,San Cesario di Lecce (LE),Piazza Garibaldi,,73016,40.303085,18.159523,,,+390832202741,,,Servizi Igienici e docce,Sala congressi,http://www.viaggiareinpuglia.it/img/Castello/arte_e_cultura_solito_1427382093624.jpg,Carlos Solito,,,,,Il Palazzo Ducale di  San Cesario di Lecce  domina la centrale piazza Garibaldi e oggi è sede del Comune e del  Museo civico di Arte contemporanea .    Il prospetto è datato 1626  anno in cui la facciata fu arricchita dalle grandi  statue  di personaggi mitologici e mezzi busti della famiglia Marulli. Il  portale  di stile rinascimentale è a tutto sesto ed è affiancato da due coppie di colonne  che sorreggono la balconata barocca. All'interno dell'ampio cortile si ammira un  pozzo  datato 1719 con un cupolino sorretto da quattro colonne.    L'edificio ha origini cinquecentesche  periodo in cui fu edificato il primo impianto ai margini dell'abitato  e solo a cavallo tra `600 e `700 fu oggetto di vistose modifiche architettoniche che ne ampliarono gli spazi e gli conferirono l'elegante aspetto di nobile dimora.
Palazzo ducale,Palazzi storici e architetture di pregio,075084,Taurisano (LE),Via Filippo Lopez ,,73056,39.95807,18.21302,,,+390833626411,,,Servizi Igienici e docce,Sala congressi-Sala Lettura,http://www.viaggiareinpuglia.it/img/Castello/arte_e_cultura_solito_1427382948477.jpg,Carlos Solito,,,,,Il primo nucleo del Palazzo ducale di Taurisano risale al XIII secolo  quando aveva funzione difensiva. L'edificio sorge nel cuore del paese ed è oggi sede degli uffici del Comune.     Del più antico castello angioino sopravvivono un  arco romanico  sulla facciata occidentale  ornato da elementi animali e vegetali  e una  torre  eretta nel XVI secolo dai feudatari Gattinara Lignani.     Risalgono ad epoche successive i portali impreziositi da elementi tardobarocchi  la croce dell' Ordine dei Cavalieri di Malta  e gli stemmi di altre casate feudali di Taurisano. All'interno spiccano le  volte affrescate  tra `800 e `900 con putti  dame e soggetti floreali. 
Villa comunale,Giardini e ville comunali,072025,Locorotondo (BA),Piazza Vittorio Emanuele ,,70010,40.752884,17.3283,,info.cisternino@viaggiareinpuglia.it,+390804441100 ,,,,,http://www.viaggiareinpuglia.it/img/GiardiniVilleCom/locorotondo_villa_comunale_guarini_1429535133499.jpg,Giorgio Guarini,,,,,Villa e sottovilla regalano una meravigliosa passeggiata nel cuore della Valle d'Itria. La Villa comunale di  Locorotondo   ubicata all'ingresso del centro storico della città vicino a piazzetta Vittorio Emanuele  grazie alla splendida visuale panoramica è un luogo d'incontro per gli abitanti e di piacevole sosta per i visitatori.     Un  giardino pubblico  accogliente e ben curato  realizzato verso la metà del 1800 su una protuberanza della collina dove sorge la città  un punto panoramico che  oltre la ringhiera  scende giù  con un sistema di percorsi che conducono in uno spazio pianeggiante  un tempo adibito a balera estiva.
Palazzo Marchesale,Palazzi storici e architetture di pregio,073006,Fragagnano (TA),Piazza Regina Elena,,74022,40.43268,17.474148,,,+390999561884,,,Servizi Igienici e docce-Attività didattiche,Sala Lettura-Sala multimediale-Parcheggio gratuito,http://www.viaggiareinpuglia.it/img/Castello/fragagnano__palazzo_marchesale_1417607084994.jpg,Mirabilia Sistemi,http://www.viaggiareinpuglia.it/img/Castello/fragagnano__palazzo_marchesale1_1427384953434.jpg,Mirabilia Sistemi,,,Antica residenza dei marchesi  il palazzo marchesale affacciato su piazza Regina Elena è uno dei gioielli più preziosi del centro storico di  Fragagnano .     Nel `600 il timore di un'invasione turca convinse il marchese Francesco Maria Dell'Antoglietta a innalzare il proprio palazzo dotandolo di un sistema difensivo  a partire dal poderoso  portale bugnato .     Il  cortile  è l'ariosa fonte di luce dei  saloni  al primo piano  con tetto a capriate e volte a crociera  mentre al piano terra si conservano gli antichi alloggi degli staffieri  con le stalle e l'abbeveratoio per cavalli  e del corpo di guardia con le cucine. 
Canale San Vincenzo,Gravine e siti rupestri,075019,Castrignano del Capo (LE),Strada provinciale Castrignano del Capo- Santa Maria di Leuca,,73040,,,,info.alessano@viaggiareinpuglia.it,+3908331821155 ,,+393779904071,,,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/castrignano_del_capo_canale_san_vincenzo_iris_1429186794675.jpg,Iris Soc. Coop.,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/castrignano_del_capo_canale_san_vincenzo1_iris_1429186795178.jpg,Iris Soc. Coop.,,,In agro di  Castrignano del Capo   a pochi passi da Finibus Terrae  all'orizzonte s'intravede il faro bianco e  in mezzo al verde  scorre per circa 3 chilometri il Canale San Vincenzo  una delle tre  incisioni naturali   a terrazze  prodotte da fenomeni carsici  che si sviluppano lungo la strada che porta a  Santa Maria di Leuca .     È una scalinata di pietra a introdurre in questo mondo magico  dove la natura opera insieme alla mano dell'uomo  dando vita a circa 40 grotte  in parte scavate nel banco roccioso  in parte naturali   affacciate lungo le due sponde del canale  collegate da un ponte di cemento.     Alcune vuote  altre ornate d'affreschi  altre ancora decorate con una semplice croce  unico ultimo arredo di quello che doveva essere un vasto insediamento rupestre  di cui oggi resta solo questo complesso di anfratti  mimetizzati tra gli ulivi e la roccia.     Il canale scorre lungo le ultime due tappe della via dei pellegrini diretti al  Santuario di Finibus Terrae . 
Grotta di San Giovanni,Chiese ipogee,075032,Giuggianello (LE),Strada Provinciale Giuggianello ¿ Palmariggi,,73030,,,,,+390836444266,,+393491089389,Servizi Igienici e docce-Visite guidate-Bar - Punto ristoro-Merchandising ,Parcheggio gratuito,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/giuggianello_grotta_san_giovanni_iris_1429188449023.jpg,Iris Soc. Coop.,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/giuggianello_grotta_san_giovanni1_iris_1429188449461.jpg,Iris Soc. Coop.,,,A est di  Giuggianello   si apre  a più di 100 metri di altitudine   sulle pendici del monte omonimo  la cripta di San Giovanni  che domina un paesaggio ricco di ulivi  bassa macchia mediterranea e roccia affiorante.     Risalente al decimo secolo  la cripta ha  origini bizantine  ed è stata adibita in passato alle funzioni di rito greco. Le tracce degli affreschi più antichi sono oggi poco visibili mentre sono più evidenti le  decorazioni parietali  della seconda metà dell'Ottocento.     Completamente scavata nel banco tufaceo  la struttura è suddivisa in tre navate  scandite da due pilastri  con sedili a gradino intorno alla base e il pavimento è di semplice terra battuta.     La cripta è particolarmente cara agli abitanti di Giuggianello e  la notte del 24 giugno  intorno alla grotta si continua a celebrare la magica  Notte di San Giovanni   rito che conserva ancora il fascino delle antiche cerimonie pagane e la semplicità delle feste paesane  con la condivisione delle pietanze e le girandole di balli popolari sull'aia.     Il sito  su cui sorge anche un ristorantino  è di proprietà di un'associazione  il Centro di Cultura Sociale e di Ricerche Archeologiche Storiche e Ambientali  che si preoccupa della cura del luogo.
Giardino botanico Lama degli Ulivi,Giardini e ville comunali,072030,Monopoli (BA),Contrada Conghia,,70043,40.899128,17.290838,www.lamadegliulivi.it,,+39080801720,+39080801236,+393294121541,Servizi Igienici e docce-Welcome Desk-Biglietteria-Accettazione gruppi,,http://www.viaggiareinpuglia.it/img/GiardiniVilleCom/monopoli_lama_ulivi_cripta_di_santa_cecilia_iris_1429536281110.jpg,Iris Soc. Coop.,,,,,Poco distante dal centro abitato di  Monopoli   in contrada Conghia sorge il Giardino botanico Lama degli Ulivi  in cui più di  2.000 specie vegetali  convivono in armonia.     Il percorso naturalistico si snoda tra distese di ulivi lungo un'antica  lama   depressione carsica tipica del territorio  scavata da antichissimi corsi d'acqua.     Nel giardino si susseguono  grotte  e muretti a secco  gradinate in pietra e anche due  chiese rupestri  datate tra l'XI e il XIII secolo: la Chiesa di Iacovella e quella di Santa Cecilia.     Le piante presenti nel giardino sono in parte autoctone e in parte provenienti da  Australia  Sud Africa e Sud America . La Lama si estende fin quasi a raggiungere la costa.
Torre dell'orologio,Torri,072044,Toritto (BA),Via di Santa Maria,,70020,40.997784,16.679434,,info@prolocotorittoquasano.it,,,,,,http://www.viaggiareinpuglia.it/img/Castello/toritto2_1438080673401.jpg,,,,,,Vicinissima alla piazza centrale di  Toritto  si erge la  torre dell'orologio   con una porticina sulla via di Santa Maria  sul cui frontale è scolpito in rilievo l'anno di costruzione  1564.    L'edificio svetta su alcuni palazzi di  corso Umberto   e costituisce forse l'esempio di un tempo laico da affiancare al tempo scandito dalle campane della chiesa madre che si trova nelle sue vicinanze.
Scavi di Merino,Aree e parchi archeologici,071060,Vieste (FG),Strada Provinciale Vieste - Peschici,km 8,71019,41.774254,16.14007,,,+393471836700,,,,,http://www.viaggiareinpuglia.it/img/AreeArcheologiche/arte_e_cultura_solito_1426171475747.jpg,Carlos Solito,,,,,Il complesso archeologico di Merino si trova a 7 chilometri dal centro abitato di  Vieste  e copre un'ampia zona conosciuta come villa romana di Merino.    Il Santuario di Santa Maria di Merino domina l'area ed è un pregevole esempio di chiesa rupestre  che ha molti aspetti in comune con le antiche masserie.    La parte centrale del santuario si innesta sui residui muri di una antica  villa romana  ed è circondata dai resti archeologici  mentre le altre cappelle sono state costruite successivamente .    La villa era probabilmente un'azienda agricola finalizzata alla produzione di vino e olio e fu edificata nel I secolo d.C.  restando in attività fino al secolo X  quando la zona diventò molto pericolosa soprattutto per via delle incursioni saracene. In quell'epoca la popolazione del villaggio si spostò nell'area dell'attuale città di Vieste  protetta dalle mura e quindi più sicura.
Parco giochi Sacro Cuore,Parchi gioco,072030,Monopoli (BA),Piazza del Sacro Cuore di Gesù,,70043,40.956326,17.29683,,,+390804140264 ,,,,,http://www.viaggiareinpuglia.it/img/GiardiniVilleCom/luoghi_di_intrattenimento_bari_bevilacqua_1429536556497.jpg,Carlo Elmiro Bevilacqua,,,,,Il Parco giochi del Sacro Cuore sorge vicino all'omonima parrocchia di  Monopoli   nell'area a nord della città. Inaugurato nel 2012  è circondato da  aiuole  fiorite  panchine e un gazebo.     I coloratissimi  giochi  sono in alluminio  legno e plastica e sono circondati da una bassa recinzione di legno. L'area è pavimentata in pietra e tappetini per attutire eventuali cadute dei bambini. Adiacente c'è una piccola cascata scenografica  mentre dall'altro lato è collocata una fontanina.
Parco giochi «Madonna degli Angeli»,Parchi gioco,072031,Noci (BA),Via Tommaso Siciliani,,70015,40.797966,17.120092,,,+390804948200,,,,,http://www.viaggiareinpuglia.it/img/GiardiniVilleCom/luoghi_di_intrattenimento_bari_bevilacqua_1429537146893.jpg,Carlo Elmiro Bevilacqua,,,,,Nel centro abitato di  Noci   dove i  trulli  spuntano tra le case  si trova il grande Parco giochi «Madonna degli Angeli». L'area  verde  recintata di via Siciliani  con viali alberati e panchine  sorge a poca distanza dalla Villa comunale.     All'interno  un'ampia zona è dedicata ai classici giochi per bambini con  scivoli e altalene  e sono presenti anche due campi da gioco per gli adulti per praticare all'aperto  tennis  e altri sport. 
Piazza Aldo Moro,Luoghi di intrattenimento,072035,Polignano a Mare (BA),Via Girolamo Magnesi,,70044,40.993507,17.2213,,,+390804252336    ,,,,,http://www.viaggiareinpuglia.it/img/GiardiniVilleCom/luoghi_di_intrattenimento_bari_bevilacqua_1429537384495.jpg,Carlo Elmiro Bevilacqua,,,,,Nel cuore di Polignano a Mare  la rettangolare piazza Aldo Moro è stata recentemente sottoposta a lavori di sistemazione grazie ad un importante finanziamento europeo.     Alberi di  ulivo  e uno di  carrubo  spuntano dalle  aiuole fiorite   tra cui sono sistemati alcuni blocchi di pietra a mo' di  panchine .     Dopo il tramonto  la nuova  illuminazione  regala un'atmosfera magica alla piazza inaugurata il 5 giugno 2014 con la partecipazione di tutti i bambini della città.
San Giuliano,Borghi storici,072043,Terlizzi (BA),c/o Biblioteca Comunale - Via G.D. Rogadero,52,70032,41.117863,16.552341,,info.bitonto@viaggiareinpuglia.it,+390802254581,,,,,http://www.viaggiareinpuglia.it/img/Localita/puglia_imperiale_mini_1413213428378.jpg,,,,,,Piccola frazione di   Terlizzi    circondata dalla campagna barese  San Giuliano è una graziosa contrada raccolta intorno alla villa baronale.     Ornata da un elegante giardino  la residenza del barone Gennaro De Gemmis è il cuore del borgo. L'elegante dimora signorile è stata anticamente un  monastero medievale  dedicato a San Giuliano  di cui resta oggi il suggestivo  chiostro .     Secondo fonti storiche  la villa è il luogo dove ha preso avvio la fortunata produzione floreale terlizzese.   
Cala Ponte,Porti,072035,Polignano a Mare (BA),Zona Industriale,1,70044,,,,info@calaponte.com,+390804247691,,,Servizi Igienici e docce-Bar - Punto ristoro,Scivolo a mare-Parcheggio riservato-Distributore di carburante,http://www.viaggiareinpuglia.it/img/PortiApprodi/porti_e_approdi_turistici_acidi_colori_1432290712642.jpg,,http://www.viaggiareinpuglia.it/img/PortiApprodi/porti_e_approdi_turistici_acidi_colori_1432290712899.jpg,,,,Il porticciolo di Cala Ponte si trova a circa 2 Km a Nord di Polignano a Mare ed è composto da un molo di sopraflutto e da uno di sottoflutto  può offrire ricovero a piccole imbarcazioni da diporto in transito.  Lo specchio acqueo è dotato di un pontile principale e di otto pontili galleggianti.    Fari e fanali: 3697 (E 2227) - fanale a luce fissa verde portata 3 M sull'estremità del molo foraneo  3697.3 (E 2227.1) - fanale a luce fissa rossa portata 3 M sull'estremità del molo di sottoflutto.
Chiesa di Sant'Eligio,Chiese e cattedrali,071024,Foggia (FG),Piazza Sant'Eligio,38,71100,41.46622,15.541926,,,+390881709653,,,,,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428586464959.jpg,Franco Cappellari,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428586465004.jpg,Franco Cappellari,,,Edificata probabilmente nel Cinquecento  nel luogo in cui  nell'epoca della transumanza  s'incrociavano i tratturi che collegavano  Foggia  all'Abruzzo  la Chiesa di Sant'Eligio  originariamente consacrata alla Madonna di Loreto  non conserva nulla del suo aspetto originario.     La facciata sobria introduce al raffinato interno  a navata unica  sormontato dal  soffitto a finti cassettoni e rosette a stucco . Qui è custodita la bella  tela ottocentesca  raffigurante la Madonna del Buon Consiglio  collocata nell'omonima cappella.     Accanto alla chiesa si ritrovano le  carceri di Sant'Eligio   una delle testimonianze dell'attività di don Antonio Silvestri  anima della chiesa tra il Settecento e l'Ottocento: le prigioni furono da lui adibite a Convento del Buon Consiglio  per accogliere le donne ridotte in miseria e costrette alla vita da strada. 
Beata Maria Vergine Assunta in cielo - Cattedrale,Chiese e cattedrali,071024,Foggia (FG),Piazza Cardinale Pericle Felici,1,71100,41.46347,15.543772,,,+390881773482,,,,,http://www.viaggiareinpuglia.it/img/LuogoSacro/foggia__cattedrale_1428583875887.jpg,,http://www.viaggiareinpuglia.it/img/LuogoSacro/foggia_cattedrale_gino_fusco_1428583876087.jpg,Gino Fusco,,,Sintesi e custode della storia di  Foggia   la splendida Cattedrale dedicata alla Beata Maria Vergine Assunta in Cielo è stata costruita per volere di Guglielmo il Buono nel tardo 1100   armonioso equilibrio di elementi barocchi  neoclassici e gotici .       Dominata dal  campanile settecentesco   la facciata  ornata dal bellissimo  zooforo marcapiano   conserva le tracce dell'importante scuola foggiana di architetti e scultori e presenta le caratteristiche arcatelle poggianti su lesene con capitelli.     A pianta basilicale  la chiesa riflette l'impostazione barocca del tardo Seicento. Piccolo scrigno nascosto è la  cripta   con i capitelli posti sulle colonne di mandorlato garganico e l' abside centrale affrescata con il Cristo Pantocratore . Lungo la navata  si ritrovano anche le opere di alcuni dei più insigni artisti napoletani del Settecento  come Francesco De Mura  Giacomo Colombo e Paolo De Maio.     Prezioso tesoro della cattedrale  oggetto di forte devozione  è il  Sacro Tavolo di Santa Maria dell'Iconavetere   o Madonna dei Sette Veli  forse la più antica icona pugliese  un esempio molto raro di Vergine in piedi  a figura intera  che regge il bambino con entrambe le mani. 
Cappella Arcivescovile di San Domenico,Luoghi di culto ortodossi,071024,Foggia (FG),via San Domenico,,71100,41.46418,15.545359,,,+393339804854,,,,,http://www.viaggiareinpuglia.it/img/LuogoSacro/riti_tradizioni_e_spiritualit_cappellari_1428583906037.jpg,Franco Cappellari,,,,,Sorge nel cuore di  Foggia   la Cappella Arcivescovile di San Domenico  luogo d'incontro per i fedeli della  Parrocchia greco-ortodossa dell'Arcangelo Michele   del VI Vicariato Arcivescovile.  La sobria  facciata  della chiesa accoglie i fedeli nella navata unica  luminosa e scandita da paraste con dettagli a contrasto. Sull' altare maggiore   la statua di San Domenico veglia sui fedeli e dialoga con le pitture che  sulla volta  raccontano la sua santa esistenza terrena.  Una volta al mese  qui si celebra la  Divina Liturgia  secondo il rito greco-ortodosso.
Chiesa di Santa Maria della Purità,Chiese e cattedrali,075031,Gallipoli (LE),Riviera Nazario Sauro ,,73014,40.055286,17.974852,www.chiesapurita.org,,+390833261699 ,,+393471472512 ,Servizi Igienici e docce-Servizio Navetta-Visite guidate-Attività didattiche-Accettazione gruppi-Merchandising -Offerte ricreative,,http://www.viaggiareinpuglia.it/img/LuogoSacro/gallipoli_chiesa_della_purit_1_albanese_1433844378743.jpg,Stefania Albanese,http://www.viaggiareinpuglia.it/img/LuogoSacro/gallipoli_chiesa_della_purit_2_albanese_1433844378962.jpg,Stefania Albanese,,,La Chiesa di Santa Maria della Purità è uno scrigno di  opere d'arte  nel cuore di  Gallipoli   una vera e propria pinacoteca in cui il passato e la devozione si raccontano per immagini.     La chiesa è anche la più antica di  Gallipoli   risale infatti alla seconda metà del `600. Qui fede e mare  storia e leggenda si fondono in un fascino senza tempo. Sede di una delle  confraternite  più antiche della città  fondata dagli scaricatori di porto  custodisce le statue del  Cristo morto  e della  Madonna Desolata   entrambe condotte in processione nei riti della  Settimana Santa .     All'interno spiccano dipinti di scuola napoletana del XVIII secolo  la tela della Madonna della Purità sull'altare centrale  la statua in  cartapesta  di Santa Cristina  opera del maestro leccese Achille De Lucrezi  e un  organo  d'epoca. Anche il  pavimento in   maiolica  e gli scanni settecenteschi sono preziose opere d'arte.
Chiesa rupestre dei Santi Crispo e Crispiniano,Chiese ipogee,073004,Crispiano (TA),Via Endertà,,74012,,,,,+39099616453 ,,,Servizi Igienici e docce-Visite guidate,Parcheggio gratuito,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/crispiano_chiesa_san_crispo_iris_1429261752863.jpg,Iris Soc. Coop.,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/crispiano_chiesa_san_crispo1_iris_1429261754450.jpg,Iris Soc. Coop.,,,A breve distanza da  Crispiano   sullo spalto orientale del Vallone  nella zona della masseria denominata Li Castelli  la chiesa rupestre dei santi Crispo e Crispiniano conserva i segni lasciati dal passaggio dei  monaci basiliani  e le tracce del suo passato rurale.     Eretta ad  abbazia  intorno all'anno Mille  la cripta è scavata nel tufo ed è costituita da due vani  il primo dei quali è diviso in tre navate e fornito di due entrate  una più ampia dell'altra. All'interno custodisce  affreschi  di santi greci  come Santa Maria di Crispiano  San Michele Arcangelo  San Nicola e il Cristo Pantocratore.     Grazie alla passione del proprietario  il sito della cripta  insieme all' antico frantoio  annesso  è rimasto salvaguardato negli anni e oggi ospita una  mostra di presepi artigianali .   
Chiesa rupestre di Santa Barbara,Chiese ipogee,073008,Grottaglie (TA),Via Crispi ,63/a,74023,,,,info.grottaglie@viaggiareinpuglia.it,+390995623866,,,Visite guidate,,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/grottaglie_chiesa_rupestre_di_santa_barbara_iris_1429262392243.jpg,Iris Soc. Coop.,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/grottaglie_chiesa_rupestre_di_santa_barbara1_iris_1429262392344.jpg,Iris Soc. Coop.,,,La chiesa è situata all'interno del  Giardino Vestita   dal nome di un famoso ceramista  ed è venuta alla luce solo nel 2008 in seguito ai lavori di ristrutturazione del giardino. Alla Chiesa si accede attraverso una scalinata che conduce all'interno di un solo vano costituito lungo il muro perimetrale da tre absidi affrescate.    Le absidi sono inquadrate all'interno di tre archi che poggiano su piccole colonne tortili scavate nella roccia. Sul soffitto compare  in corrispondenza dell'altare  una croce a rilievo iscritta in un cerchio.    I Santi raffigurati nelle absidi laterali sono San Nicola e Santa Barbara  mentre al centro vi è un Cristo Benedicente. Infine  lungo il muro perimetrale che costeggia l'abside  con San Nicola compaiono una serie di fori cubici di incerto utilizzo.
Gravina del Fullonese,Gravine e siti rupestri,073008,Grottaglie (TA),Via XXV Luglio,,74023,,,,info.grottaglie@viaggiareinpuglia.it,+390995623866  +39800545333,,,,,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/grottaglie_gravina_fullonese_iris_1429263564656.jpg,Iris Soc. Coop.,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/grottaglie_gravina_fullonese1_iris_1429263564838.jpg,Iris Soc. Coop.,,,A ovest del centro urbano di  Grottaglie   ai piedi del Monte Fellone  sorge la Lama del Fullonese  una  gravina  lunga quasi un chilometro e profonda fino a 40 metri  ricca di  grotte  scavate nella roccia  cuore di un  insediamento rupestre  abitato almeno fino al Duecento.       La gravina è ricca di vegetazione  profuma di  macchia mediterranea   grazie al timo  alla malva e ai cardi ed è attraversata da filari di alberi da frutto  querce e ulivi. In questo incantevole scenario  l'uomo fa la sua comparsa a partire dall'Età del Ferro  come testimoniano i fori di palificazione delle capanne  le  tombe  e un muro di fortificazione  che costituivano un  villaggio capannicolo .     L'insediamento includeva  grotte-abitazioni  disposte su più livelli e almeno tre chiese rupestri  oltre al  Cisternone del Fullonese   parte di un complesso sistema idraulico per la raccolta e la conservazione dell'acqua.   
Gravina di Fantiano,Gravine e siti rupestri,073008,Grottaglie (TA),Strada per Fantiano,,74023,,,,info.grottaglie@viaggiareinpuglia.it,+390995623866  +39800545333,,,Bar - Punto ristoro,Parcheggio gratuito,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/grottaglie_gravina_fantiano_iris_1429263612640.jpg,Iris Soc. Coop.,http://www.viaggiareinpuglia.it/img/PaesaggioRurale/strutture_rurali_solito_1429263612834.jpg,Carlos Solito,,,A sud della  Gravina di Riggio   in agro di  Grottaglie   la gravina di Fantiano si adagia tra la pineta e la macchia mediterranea  un tempo splendida cornice naturale di un importante  insediamento rupestre medievale   tra i centri più popolosi della comunità.     Frequentato fin dal  Neolitico   l'habitat rupestre era caratterizzato da ampi  terrazzamenti   sui quali si ritrovano numerosi ambienti  tra cui uno dotato di  cisterna   accessibile attraverso una  scalinata nella roccia . Da qui si passa a un giardino ricavato in un terrazzamento  sul quale si aprono alcune grotte e numerosi incassi per arnie.     La gravina è compresa in due proprietà  la prima comunale  utilizzata per manifestazioni ed eventi culturali  la seconda privata  più selvaggia  dove si trovano tre  aggrottamenti   Grotta della Fovea  Grottone dei Fossili e Ipogeo delle Arnie. 
Torre civica,Torri,071006,Biccari (FG),Piazza Matteotti,,71032,41.396008,15.192734,,,+390881591007,,,,,http://www.viaggiareinpuglia.it/img/Castello/bccari__torre_civica__autore_ernesto_gatti_1435842476491.jpg,Ernesto Gatti,,,,,La data di costruzione della  Torre di Biccari  non può essere fissata con precisione: tuttavia l'esistenza di una antica pergamena  facente parte del tesoro della Cattedrale di Troia  stilata a Biccari nel 1122  permette di individuare con buona approssimazione il perioco ( 1116 - 1122 ) nel quale essa potrebbe essere stata edificata. Insieme ad altre torri della zona  sembra attendibilmente partecipe della poderosa linea di fortezze e torri fatte erigere nel secondo decennio dell'XI secolo dal  Catepano Bogiano   onde assicurarsi il dominio della  Daunia .    La possente Torre cilindrica nel corso degli anni  non ha subito rimaneggiamenti  o ristrutturazioni di rilievo e si presenta oggi nella sua veste originale: alta 23 metri  si eleva su una lenta scarpata  cilindrica anch'essa  cinta al sommo da un toro sottile. Ha un diametro esterno di circa 13 metri ed i suoi muri  alla base  superano lo spessore di 3 metri. E' una costruzione massiccia a pietre irregolari  talvolta sfaccettate  cementate con una malta argillosa. Era divisa in quattro vani di cui uno interrato al quale si accede attraverso una breccia praticata nelle fondazioni verso l'esterno  risalente ad un'epoca abbastanza recente. I piani erano sorretti da grosse travi infisse nei muri  sulle quali se ne incrociavano altre meno spesse  ugualmente infisse  che reggevano i pavimenti di legno.L'ingresso originario avveniva tramite una scalinata ancora esistente con la quale si raggiungeva il primo piano. Di finestre  quasi tutte murate in seguito  ve ne sono in ogni direzione ed a tutti i piani.
